id	parent	type	name	body	created_at	updated_at
291	26	1	1. AUA LO 1c: MSK – Normal - Physiology – Structure – myosin – heavy & lite chains & 1d: MSK – Normal - Physiology – Structure – think & thin filaments	{"blocks":[{"key":"5djfv","text":"A healthy person is convinced by a TV advertisement to purchase a home kit for genetic testing to trace their ancestry. The results show a mutation in their dystrophin gene which, if passed on to their offspring, could result in a muscular dystrophy.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"540pk","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"8qphb","text":"What role does dystrophin play in muscle contractions?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-15 16:27:50	2020-03-15 16:28:13
292	26	1	2. AUA LO 1d: MSK – Normal - Physiology – Structure – think & thin filaments & 1e: MSK – Normal - Physiology – Function – Cross-bride cycle	{"blocks":[{"key":"8c120","text":"A 78-year-old woman is beginning to fall and on her physician’s advice to build-up her muscle mass, joins a gym. She employs a trainer to get started on a regular exercise regimen. The trainer advises the woman to increase her intake of protein buildup the amount of actin and myosin proteins in her sarcomeres. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"bljbm","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"3mh5r","text":"Which of the following statements best describes the state of actin and myosin filaments within skeletal muscles during a normal muscle contraction?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-15 16:34:28	2020-03-15 16:34:28
294	26	1	3. AUA LO 1g: MSK – Normal – Physiology – Function – Isometric vs Isotonic contraction	{"blocks":[{"key":"apt7m","text":"A patient in a rehabilitation program is programming an electrical stimulator to assist them in doing resistance-type strength training performing sets of isometric contractions on an isolated, single group of muscles. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"as2vt","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"5rrck","text":"Which change is likely to result in a set of isotonic muscle contractions?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"er5ga","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-24 20:27:03	2020-03-24 20:27:03
295	26	1	4. AUA LO 1h: MSK – Normal – Physiology – Function – Length vs Force diagram – passive, active, total force & 1i: MSK – Normal – Physiology – Function – Length vs Force diagram – Length/Force relationship - Velocity	{"blocks":[{"key":"889fb","text":"A surgeon is studying the hypothesis that using retractors to spread muscles during open abdominal surgeries weakens the muscles by permanently changing the muscles’ sarcomere lengths. He is using the patient’s muscles not involved in the surgery as controls. He finds that the average sarcomere is 2.5 µm in length when the control muscles are at rest. The surgeon is using laser diffraction to measure the sarcomere lengths. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"3drjc","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"dm9g","text":"How is changing the resting length of the sarcomere from the normal resting length expected to affect the maximal tension and muscle strength during contraction?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-15 16:44:58	2020-03-24 20:23:39
296	26	1	5. AUA LO 1e, 1f, 1g & 1h: MSK – Normal – Physiology – Function – Length vs Force diagram – passive, active, total force	{"blocks":[{"key":"doqtf","text":"A physician is monitoring handgrip strength in an elderly patient suspected of having myasthenia to provide information about the effectiveness of treatment. Active, passive and total tension is measured during isometric and isotonic contractions.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"5nt6m","text":" ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"52c9o","text":"What is the difference in the active tension response to isometric and isotonic contractions of this patient’s grip muscles?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-15 19:18:11	2020-03-24 20:30:31
297	26	1	6. AUA LO 1k: MSK – Normal – Physiology – Structure – Skeletal muscle – Sarcomere – Myofilament & 1g: MSK – Normal – Physiology – Function – Isometric vs Isotonic contraction	{"blocks":[{"key":"c8lqc","text":"The two panels in the image contain electron micrographs demonstrating two states of the same skeletal muscle. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"eb6h0","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"2kgfo","text":"Which letter on the micrograph matches the description of what occurs when a muscle undergoes an isometric contraction after being electrically stimulated from its normal resting length?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"6aolh","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"c77c","text":" ","type":"atomic","depth":0,"inlineStyleRanges":[],"entityRanges":[{"offset":0,"length":1,"key":0}],"data":{}},{"key":"61vaa","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{"0":{"type":"IMAGE","mutability":"MUTABLE","data":{"src":"https://api.reel-lms.com/images/haFSahGrQJzvRvWbED23.JPG","height":"auto","width":"auto"}}}}	2020-03-15 19:24:59	2020-03-24 20:49:04
298	26	1	7. AUA LO 1g: MSK – Normal – Physiology – Function – Isometric vs Isotonic contraction & 1k: MSK – Normal – Physiology – Structure – Skeletal muscle – Sarcomere - Myofilament	{"blocks":[{"key":"30ln0","text":"During a pre-surgical exercise stress test, a level of exercise is reached when the patient’s workload is increased. The patient reports that he must stop because of pain and stiffness of the gastrocnemius muscle. Strength testing shows marked gastrocnemius weakness due to being overstretched by the increased workload.  C represents the normal resting sarcomere length in the electron micrograph image.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"bs7c4","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"9b03t","text":"Which electron is correctly matched with the variable that increases with muscle fiber stretching and explains the patient’s gastrocnemius pain and weakness?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"5s3q","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"26lc7","text":" ","type":"atomic","depth":0,"inlineStyleRanges":[],"entityRanges":[{"offset":0,"length":1,"key":0}],"data":{}},{"key":"e8msj","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"bo59k","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{"0":{"type":"IMAGE","mutability":"MUTABLE","data":{"src":"https://api.reel-lms.com/images/43I7bNdAutQ6s4UdvaZI.JPG","height":"auto","width":"auto"}}}}	2020-03-15 19:33:01	2020-04-05 20:23:23
299	26	1	8. AUA LO 1h: MSK – Normal – Physiology – Function – Length vs Force diagram – passive, active, total force & 1k: MSK – Normal – Physiology – Structure – Skeletal muscle – Sarcomere - Myofilament	{"blocks":[{"key":"c8v49","text":"A professional dancer experiences a profound muscle weakness immediately after stretching. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"1agtv","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"33r6h","text":"Which of the following explains what occurs when a muscle cannot relax after being overstretched?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-15 19:37:33	2020-03-24 20:50:13
300	26	1	9. AUA LO 1h: MSK – Normal – Physiology – Function – Length vs Force diagram – passive, active, total force & 1k: MSK – Normal – Physiology – Structure – Skeletal muscle – Sarcomere - Myofilament	{"blocks":[{"key":"ccii1","text":"The graph is from a patient presenting in a neurology clinic’s laboratory for evaluation of a muscle injury. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"8ekrb","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"ecpn0","text":"Which of the following letters on the graph shows the normal resting length of the affected muscle?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"3t7uc","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"e9r7m","text":" ","type":"atomic","depth":0,"inlineStyleRanges":[],"entityRanges":[{"offset":0,"length":1,"key":0}],"data":{}},{"key":"ertap","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{"0":{"type":"IMAGE","mutability":"MUTABLE","data":{"src":"https://api.reel-lms.com/images/eI95lLRk2SHbO3B0kHUy.JPG","height":"auto","width":"auto"}}}}	2020-03-15 19:42:14	2020-03-24 20:50:34
302	26	1	10. AUA LO: 1m: MSK – Normal – Physiology – Function – Skeletal Muscle - Excitation & Contraction - sarcolemma, transverse tubules, sarcoplasmic reticulum, thin filaments, and calcium ions	{"blocks":[{"key":"4b0cf","text":"A glaucoma patient is prescribed a cholinergic drug to reduce their intraocular pressure. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"3bk3i","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"3418f","text":"Which of the following mechanisms explains the effects of acetylcholine at the neuromuscular junction?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"amcoh","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-24 21:06:30	2020-03-24 21:06:30
303	26	1	11. AUA LO 1a, 1b & 1m: MSK – Normal – Physiology – Function – Skeletal Muscle - Excitation & Contraction - sarcolemma, transverse tubules, sarcoplasmic reticulum, thin filaments, and calcium ions	{"blocks":[{"key":"f3ne8","text":"A 6-year-old girl is brought to the ER by her parents with chief complaint of sudden onset of muscle spasms in the fingers of one hand. Physical examination reveals a mark resembling a spider bite with inflammation in the surrounding area of the same hand.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"eo28a","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"8mohe","text":"What physiological mechanism is likely to decrease this girl’s muscle spasms?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"98aol","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-15 19:47:21	2020-03-24 20:51:19
304	26	1	12. AUA LO 1a, 1b & 1m: MSK – Normal – Physiology – Function – Skeletal Muscle - Excitation & Contraction - sarcolemma, transverse tubules, sarcoplasmic reticulum, thin filaments, and calcium ions	{"blocks":[{"key":"3auss","text":"A 26-year-old male athlete is awakened from sleep at night because of painful muscle spasms in both legs following a 3-hour workout at the gym.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"fqlqp","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"8p88j","text":"What physiological mechanism is likely to decrease this man’s night-time muscle spasms?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-15 19:51:15	2020-03-24 21:07:45
305	26	1	13. AUA LO 1a, 1b & 1m: MSK – Normal – Physiology – Function – Skeletal Muscle - Excitation & Contraction - sarcolemma, transverse tubules, sarcoplasmic reticulum, thin filaments, and calcium ions	{"blocks":[{"key":"2hq9p","text":"A woman is undergoing bariatric surgery with general anesthesia. The neuromuscular blocking agent succinylcholine is used to facilitate endotracheal intubation and a volatile halogen anesthetic is employed for the anesthesia. During the procedure, the patient’s body temperature is observed to suddenly increase and her muscles are becoming rigid.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"fqtm3","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"efoed","text":"Which of the following receptor locations and mechanisms is most likely to explain the increases in body temperature and muscle tone in this woman?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-15 19:54:52	2020-03-24 21:08:11
306	26	1	14. AUA LO 1b, 1e, & 1m: MSK – Normal – Physiology – Function – Skeletal Muscle - Excitation & Contraction - sarcolemma, transverse tubules, sarcoplasmic reticulum, thin filaments, and calcium ions	{"blocks":[{"key":"bj7qp","text":"A physical trainer tells his client that calcium metabolism is important for building muscle strength because calcium ions provide the “spark” for muscle contractions. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"1ji7o","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"53fpd","text":"What role does calcium ions play in muscle contractions?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"454g6","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-15 19:58:37	2020-03-24 21:08:33
310	26	1	15. AUA LO 1a, 1b & 1m: MSK – Normal – Physiology – Function – Skeletal Muscle - Excitation & Contraction - sarcolemma, transverse tubules, sarcoplasmic reticulum, thin filaments, and calcium ions	{"blocks":[{"key":"4im7b","text":"A researcher is trying to discover a drug to improve muscle contractility by modulating sarcoplasmic calcium. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"a9m98","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"7k5sl","text":"A drug that blocks which muscle protein would result in the highest concentration of Ca2+ in the sarcomere?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-24 21:13:15	2020-03-24 21:13:15
311	26	1	16. AUA LO 1a, 1b, 1m: MSK – Normal – Physiology – Function – Skeletal Muscle - Excitation & Contraction - sarcolemma, transverse tubules, sarcoplasmic reticulum, thin filaments, and calcium ions	{"blocks":[{"key":"fdftt","text":"A police trainee presents to the police academy clinic complaining of cramping of the fingers on his right shooting hand during practice sessions on the shooting range. He reports that his father is a retired police officer who suffers from leg cramps. The examining physician states that an Inherited mutation of the SERCA pump and/or a Ca2+ channelopathy could be responsible for such cramping. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"avpja","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"e575v","text":"Which of the following best describes normal regulation for the skeletal muscle sarcoplasmic reticulum calcium pump (SERCA) ATPase and the physiological state of the ryanodine receptor Ca2+ release channel?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-15 20:01:26	2020-03-24 21:13:39
312	26	1	17. AUA LO 1a, 1b, 1m: MSK – Normal – Physiology – Function – Skeletal Muscle - Excitation & Contraction - sarcolemma, transverse tubules, sarcoplasmic reticulum, thin filaments, and calcium ions	{"blocks":[{"key":"d9fp4","text":"A group of researchers are working on the hypothesis that a mutation in the ryanodine receptor protein is a key factor in epilepsy. They are using cultures of human skeletal myocytes as a control preparation and comparing the effects of various ryanodine receptor agonists and antagonists on functions of myocytes and neurons. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"5gg4r","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"4dt46","text":"What response is expected from administration of a ryanodine receptor agonist to a culture of skeletal myocytes? ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-15 20:04:42	2020-03-24 21:14:35
313	26	1	18. AUA LO 1m: MSK – Normal – Physiology – Function – Skeletal Muscle - Excitation & Contraction - sarcolemma, transverse tubules, sarcoplasmic reticulum, thin filaments, and calcium ions	{"blocks":[{"key":"dsm84","text":"A man is reporting to his primary care physician that he is being awakened from sound sleep several times a week by sudden onset of muscle spasms. Physical examination is unremarkable.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"dq7vb","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"6dok1","text":"What physiological mechanism is most likely to be responsible for muscle spasms?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-15 20:08:10	2020-03-24 21:15:08
314	26	1	19. AUA LO 1j: MSK – Normal – Physiology – Function – Muscle Contraction – Compare 3 Muscle Types – ATP & 1m	{"blocks":[{"key":"arq8l","text":"What type of patient is most likely to benefit from a drug that blocks smooth muscle inositol triphosphate receptors?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-15 20:12:22	2020-03-24 21:15:32
315	26	1	20. AUA LO 1n: MSK – Normal – Physiology – Function – Skeletal Muscle – Contraction & Relaxation - ATP	{"blocks":[{"key":"16ulg","text":"A 35-year-old male advertising executive is complaining to his physician of severe jaw pain that often awakens him during the night. His dentist notices tooth and gingival changes which suggest that the man is suffering from bruxism associated with jaw clenching that often occurs during sleep, known as temporomandibular joint syndrome. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"d9pn3","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"3nu5f","text":"What abnormality within the myocytes of the masseter, internal lateral pterygoid and temporalis muscles is most likely to create the conditions for high temporomandibular joint contractile force in this patient?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-15 20:15:23	2020-03-24 21:15:54
316	26	1	21. AUA LO 1n: MSK – Normal – Physiology – Function – Skeletal Muscle – Contraction & Relaxation - ATP	{"blocks":[{"key":"65oip","text":"You administer a drug to a person doing intense leg extensor exercises that inhibits creatine kinase and blocks the creatine kinase reaction. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"4n31q","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"df70l","text":"What molecular change explains the effect of creatine kinase inhibition on this person’s exercising muscles?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-15 20:18:14	2020-03-24 21:16:16
317	26	1	22. AUA LO 1p: MSK – Normal – Physiology – Function – Skeletal Muscle – Neuromuscular Junction – Transmission & 1r: MSK – Normal – Physiology – Function – Skeletal Muscle – Neuromuscular Junction - Transmission – Inhibit Transmission	{"blocks":[{"key":"ehljm","text":"A researcher is performing a neuromuscular junction experiment wherein a specific immunoglobulin G (IgG) is administered to cultures of innervated skeletal myocytes. Administration of antibodies directed against nicotinic acetylcholine receptors demonstrates a significant decrease in the number of receptors following administration of the IgG and an attenuated response of the myocytes to electrical stimulation of the cells innervating the myocytes.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"3uj60","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"4ldjs","text":"What physiological mechanism is likely to improve the response of these myocytes to electrical stimulation?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-15 20:21:03	2020-03-24 21:18:53
318	26	1	23. AUA LO 1r: MSK – Normal – Physiology – Function – Skeletal Muscle – Neuromuscular Junction - Transmission – Inhibit Transmission	{"blocks":[{"key":"a4bb8","text":"A 49-year-old man is brought to the ER by ambulance because of repeated convulsions. The patient was a garbage truck driver known to be alcoholic, who fell down and suffered an injury to the left face two days before the onset of the convulsion. The patient refused a tetanus shot. Intravenous administration of anti-seizure and muscle relaxant medications partially relieved the convulsions. Six hours later, the patient became unable to open his mouth.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"73fk","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"dq2f0","text":"An abnormality in which of the following cell or cell structure is the likely cause of this man’s condition?","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":19,"style":"color-rgb(24,32,38)"},{"offset":0,"length":19,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":19,"style":"fontsize-14"},{"offset":0,"length":19,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-24 21:22:08	2020-05-01 13:03:03
319	26	1	24. AUA LO 1m, 1p & 1r: MSK – Normal – Physiology – Function – Skeletal Muscle – Neuromuscular Junction - Transmission – Inhibit Transmission	{"blocks":[{"key":"ctkkb","text":"A camper is brought to the ER with arm inflammation, swelling and localized spasm following an insect bite. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"4cg05","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"1piu9","text":"Which mechanism best explains the effects of this insect bite on skeletal muscle?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"160mq","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-24 21:25:59	2020-03-24 21:25:59
320	26	1	25. AUA LO 1m, 1p, & 1r: MSK – Normal – Physiology – Function – Skeletal Muscle – Neuromuscular Junction - Transmission – Inhibit Transmission	{"blocks":[{"key":"59mvu","text":"A researcher is using alpha-bungarotoxin to bind to and therefore mark synapses in the brain that are inhibited by the nicotine in tobacco products. The researcher accidentally self-administers this toxin through a syringe and needle intended for a rubber-top test tube into his skin. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"9bsf1","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"beduv","text":"What is the most likely effect of alpha-bungarotoxin on the researcher’s motor system?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"2um1k","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-24 21:29:02	2020-03-24 21:29:02
321	26	1	26. AUA LO 2a: MSK – Normal – Physiology – Function – Skeletal Muscle – Twitch vs Tetanus – Intracellular Events	{"blocks":[{"key":"dpdni","text":"A person diagnosed with carpal tunnel syndrome is referred to the neurology laboratory for electromyography to measure motor strength. Stepwise increases in electrical stimuli of the hand muscles are applied from 5 Hz to 500 Hz.   ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"814ev","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"68of3","text":"Which of the following sarcomere states describes how a skeletal muscle responds to a a 500 Hz stimulus compared to a 50 Hz stimulus?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-15 20:24:17	2020-03-24 21:30:26
322	26	1	27. AUA LO 2a: MSK – Normal – Physiology – Function – Skeletal Muscle – Twitch vs Tetanus – Intracellular Events	{"blocks":[{"key":"e4bnl","text":"A first-semester medical student is rushing to the airport gate where his plane is in the final stage of boarding carrying a heavy suitcase. The suitcase does not have a roller board or wheels so he must maintain a high muscle tone to manage the weight. The man periodically stops to briefly put the suitcase down and allow the muscles to relax before proceeding. He finds that method very effective because he seems to have greater muscle strength with each period of relaxation. He remembers learning about tetanus and treppe in his physiology course and attempts to understand why he has greater muscle strength after each relaxation.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"db51q","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"f7gjj","text":"Which is a critical factor in the mechanism of tetanus and not in treppe?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"e53lh","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-24 21:33:09	2020-03-24 21:33:09
323	26	1	28. AUA LO 2a: MSK – Normal – Physiology – Function – Skeletal Muscle – Twitch vs Tetanus – Intracellular Events	{"blocks":[{"key":"4b88a","text":"Following a sports-related injury, a person is referred to a physical therapist for evaluation of their muscle strength. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"amnp1","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"4a4f9","text":"Which of the following parameters of muscle function is the best indicator of a muscle’s strength?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-15 20:26:40	2020-03-24 21:34:19
324	26	1	29. AUA LO 2b: MSK – Normal – Physiology – Function – Skeletal Muscle – Force vs Velocity – Different Maximum Velocities	{"blocks":[{"key":"62ndd","text":"A physical therapist observes that a patient is able to lift a 0.5 kg, a 1.0 kg, and a 1.5 kg weight, but is not able to lift a 2.0 kg weight. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"1db3e","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"4fq4i","text":"At what weight is the velocity of contraction expected to be measurable, but slowest?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-15 20:29:34	2020-03-24 21:35:12
325	26	1	30. AUA LO 1f: MSK – Normal – Physiology – Function – Isotonic contraction – Pre, After, & Total load & 2b: MSK – Normal – Physiology – Function – Skeletal Muscle – Force vs Velocity – Different Maximum Velocities	{"blocks":[{"key":"56phf","text":"A biopsy specimen of muscle tissue is excised from a patient suspected of having a myopathy associated with low contractility.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"ad61p","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"99oks","text":"What property of muscle tissue is the best indicator of its contractility?","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	2020-03-15 20:32:07	2020-03-24 21:35:50
