id	parent	body	feedback	right	created_at	updated_at
1287	183	Pyruvate Kinase	{"blocks":[{"key":"5k9di","text":"Pyruvate Kinase- This is not the correct answer. Pyruvate Kinase is the last step of glycolysis (converts phosphoenolpyruvatepyruvate), is irreversible, and produces energy, but is not the rate limiting step.","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":209,"style":"color-rgb(33,37,41)"},{"offset":0,"length":209,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":209,"style":"fontsize-16"},{"offset":0,"length":209,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{"text-align":"left"}},{"key":"cjvoj","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}},{"key":"8dfpi","text":"\n","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"4ugbm","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"emnfg","text":" ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"fu0km","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}},{"key":"4bf2k","text":"  ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}}],"entityMap":{}}	0	2020-03-03 03:14:39	2020-03-03 03:14:39
1288	184	Cytosol	{"blocks":[{"key":"1vm3p","text":"Cytosol- This is the correct answer. Carbohydrates enter the body and are absorbed as glucose. Glucose is used by the body to produce energy in the form of ATP via glycolysis. Glycolysis occurs in the cytosol.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"3hfdb","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"5bm5","text":"TAKEAWAY- Carbohydrates are metabolized via the glycolysis pathway (located in the cytosol) to produce energy in the form of ATP. The rate limiting step for glycolysis is regulated by PFK1.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"8ncar","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2020-03-03 03:15:10	2020-03-03 03:15:10
1289	184	Lysosome	{"blocks":[{"key":"aqabk","text":"Lysosome- This is not the correct answer. The lysosome is a destruction center for extracellular material.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"fqmhc","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-03-03 03:15:10	2020-03-03 03:15:10
1290	184	Mitochondria	{"blocks":[{"key":"5rsff","text":"Mitochondria- This is not the correct answer. The mitochondria houses the electron transport chain.","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":99,"style":"color-rgb(33,37,41)"},{"offset":0,"length":99,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":99,"style":"fontsize-16"},{"offset":0,"length":99,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{"text-align":"start"}},{"key":"5ch1b","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}},{"key":"36pup","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}}],"entityMap":{}}	0	2020-03-03 03:15:10	2020-03-03 03:15:10
1291	184	Rough endoplasmic reticulum	{"blocks":[{"key":"9p72o","text":"Rough endoplasmic reticulum- This is not the correct answer. The rough endoplasmic reticulum is the site of protein synthesis and folding. ","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":139,"style":"color-rgb(33,37,41)"},{"offset":0,"length":139,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":139,"style":"fontsize-16"},{"offset":0,"length":139,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{"text-align":"left"}},{"key":"33ofb","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}},{"key":"ahgui","text":"\n","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"7kq11","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"bv0ma","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"3j5r5","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}},{"key":"3aevl","text":"\n","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"36abc","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"ahvsj","text":" ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"59rqb","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}},{"key":"epms8","text":"  ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}}],"entityMap":{}}	0	2020-03-03 03:15:10	2020-03-03 03:15:10
1292	184	Smooth endoplasmic reticulum	{"blocks":[{"key":"3sqrp","text":"Smooth endoplasmic reticulum- This is not the correct answer. The smooth endoplasmic reticulum is the site of lipid and steroid metabolism.  ","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":140,"style":"color-rgb(33,37,41)"},{"offset":0,"length":140,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":140,"style":"fontsize-16"},{"offset":0,"length":140,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-03-03 03:15:10	2020-03-03 03:15:10
1293	185	Fructose bisphosphatase-1	{"blocks":[{"key":"f1k0t","text":"Fructose bisphosphatase-1- This is not the correct answer. Fructose bisphosphatase-1/ fructose 1,6-bisphosphatase is an enzyme that converts Fructose-1,6-BP to Fructose-6-P. Like Fructose bisphosphatase-2, this will also favor gluconeogenesis.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"1jbtv","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"8d0ma","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-03-03 03:15:36	2020-03-03 03:15:36
1294	185	Fructose bisphosphatase-2	{"blocks":[{"key":"7ntpp","text":"Fructose bisphosphatase-2- This is not the correct answer. Fructose bisphosphatase-2 is structurally similar to PFK2, but dephosphorylates Fructose-2,6-bisphosphate into Fructose-6P. This will favor gluconeogenesis (carbohydrate production).","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":241,"style":"color-rgb(24,32,38)"},{"offset":0,"length":241,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":241,"style":"fontsize-14"},{"offset":0,"length":241,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{"text-align":"start"}},{"key":"4lfll","text":"\n ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}}],"entityMap":{}}	0	2020-03-03 03:15:36	2020-03-03 03:15:36
1295	185	Fructose-2,6-bisphosphate	{"blocks":[{"key":"1an1t","text":"Fructose-2,6-bisphosphate- This is the correct answer. Carbohydrates enter the body and are absorbed as glucose. Glucose is used by the body to produce energy in the form of ATP via glycolysis. The rate limiting step of glycolysis is PFK1 (converts fructose-6-Pfructose-1,6-BP). PFK1 is directly stimulated by Fructose-2,6-bisphosphate, which is first stimulated by PFK2 (only active in well-fed state). Insulin is released in a well-fed state, leading to the activation of PFK2, leading to the subsequent activation of fructose-2,6-bisphosphate and ultimately PFK1.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"9nhj5","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"51ct3","text":"TAKEAWAY- Carbohydrates are metabolized via the glycolysis pathway (located in the cytosol) to produce energy in the form of ATP. The rate limiting step for glycolysis is regulated by PFK1. PFK1 is directly stimulated by Fructose-2,6-bisphosphate, which is first stimulated by PFK2 (only active in well-fed state). Insulin is released in a well-fed state, leading to the activation of PFK2, leading to the subsequent activation of fructose-2,6-bisphosphate and ultimately PFK1.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"664qk","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2020-03-03 03:15:36	2020-03-03 03:15:36
1296	185	Glucagon	{"blocks":[{"key":"2du64","text":"Glucagon- This is not the correct answer. Glucagon is present in fasting states when the body signals the need to create more glucose. This directly stimulates the action of protein kinase A to induce fructose bisphosphatase-2, hence promoting gluconeogenesis.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"9qjq5","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-03-03 03:15:36	2020-03-03 03:15:36
1297	185	Protein Kinase A	{"blocks":[{"key":"1h7ee","text":"Protein Kinase A- This is not the correct answer. Protein kinase A will be increased in a fasting state and directly stimulates the action of fructose bisphosphatase-2, favoring glucose production (gluconeogenesis).","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":215,"style":"color-rgb(24,32,38)"},{"offset":0,"length":215,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":215,"style":"fontsize-14"},{"offset":0,"length":215,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{"text-align":"start"}},{"key":"198bc","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}},{"key":"ddibc","text":"\n","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"ep9rg","text":"\n ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}}],"entityMap":{}}	0	2020-03-03 03:15:36	2020-03-03 03:15:36
1298	186	A – T	{"blocks":[{"key":"1hme","text":"A – T – This is the correct answer. Adenine to thymine (A-T) is a base pair bonding that requires 2 hydrogen bonds. Compared to guanine to cytosine (G-C) bonding which requires 3 bonds, this looser pairing is easier to break apart. As such the origin of replication, the particular sequence in a genome in which replication is initiated would contain more A-T base pairing compared to G-C.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"dapd4","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"6cpn4","text":"TAKEAWAY: DNA sequences rich in A-T pairing are found in promoters and origins of replication. A-T uses 2 hydrogen bonds while G-C uses 3 bonds, and so areas that primarily contain A-T pairing are easier to separate.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"5j1kd","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2020-03-03 03:16:01	2020-03-03 03:16:01
1299	186	A – U	{"blocks":[{"key":"e3vaj","text":"A – U – This is not the correct answer. Adenine to uracil is a base pair bonding seen in RNA, requiring 2 bonds. Uracil is an RNA specific base, and as such would be irrelevant in DNA replication.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"2rf4q","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-03-03 03:16:01	2020-03-03 03:16:01
1300	186	G – C	{"blocks":[{"key":"59anb","text":"G – C – This is not the correct answer. Guanine to cytosine is a base pair bonding that requires 3 bonds. DNA that contains more G-C pairing will be more tightly bound and thus harder to separate.","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":196,"style":"color-rgb(24,32,38)"},{"offset":0,"length":196,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":196,"style":"fontsize-14"},{"offset":0,"length":196,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{"text-align":"start"}},{"key":"80r5n","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}},{"key":"5hgdm","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}}],"entityMap":{}}	0	2020-03-03 03:16:01	2020-03-03 03:16:01
1301	186	Purine 	{"blocks":[{"key":"16m4n","text":"Purine – purine base pairing – This is not the correct answer. DNA bases that are purines include adenine and guanine. In DNA, these bases will form hydrogen bonds with their complementary pyrimidines.","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":201,"style":"color-rgb(24,32,38)"},{"offset":0,"length":201,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":201,"style":"fontsize-14"},{"offset":0,"length":201,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{"text-align":"left"}},{"key":"eqh3h","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"2dp36","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"edbt6","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}},{"key":"8qqke","text":"\n","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"4ihvm","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"2574n","text":" ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"abubr","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}},{"key":"fjkkg","text":"  ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"7tp5m","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}},{"key":"erob0","text":"\n","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"60lj9","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"fb31c","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"c96ve","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}},{"key":"9vqav","text":"\n","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"cvpob","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"bsfev","text":" ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"fi4rg","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}},{"key":"a2poo","text":"  ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}}],"entityMap":{}}	0	2020-03-03 03:16:01	2020-03-03 03:16:01
1302	186	T – G	{"blocks":[{"key":"6aj0k","text":"T – G – This is not the correct answer. Thymine to guanine is not a viable base pairing in eukaryotes.  ","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":103,"style":"color-rgb(24,32,38)"},{"offset":0,"length":103,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":103,"style":"fontsize-14"},{"offset":0,"length":103,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-03-03 03:16:01	2020-03-03 03:16:01
1307	291	Stiffens the actin filament, increases the number of cross-bridges cycling and the active force for purposeful movement	{"blocks":[{"key":"1b2tb","text":"Stiffens the actin filament, increases the number of cross-bridges cycling and the active force for purposeful movement- This is the correct answer. dystrophin attaches the actin filament to the sarcolemma and functions to stiffen the actin filament. Increased expression/production of dystrophin is an adaptation that could increase contractile force by the mechanism of stiffening the actin filament, thereby increasing the number of cross-bridges cycling.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"clcp3","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"erkb7","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"3aq6c","text":"TAKEAWAY - Deficiency of dystrophin, as observed in muscular dystrophies, results in decreased (weak) contractile force due to lack of stiffness, thereby decreasing the number of cross-bridges cycling.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"vauh","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"e2c6d","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2020-03-15 16:28:13	2020-03-15 16:28:13
1308	291	Stiffens the myosin filament, increases the number of cross-bridges cycling and the active force for purposeful movement	{"blocks":[{"key":"9fqnt","text":"Stiffens the myosin filament, increases the number of cross-bridges cycling and the active force for purposeful movement- This is not the correct answer.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"bmlu0","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"ctdo6","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-03-15 16:28:13	2020-03-15 16:28:13
1309	291	Weakens the actin filament, decreases the number of cross-bridges cycling and the active force for purposeful movement	{"blocks":[{"key":"4658b","text":"Weakens the actin filament, decreases the number of cross-bridges cycling and the active force for purposeful movement- This is not the correct answer.","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":151,"style":"color-rgb(24,32,38)"},{"offset":0,"length":151,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":151,"style":"fontsize-14"},{"offset":0,"length":151,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{"text-align":"start"}},{"key":"2n39e","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}},{"key":"dtfkq","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}},{"key":"6loe1","text":"\n ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}}],"entityMap":{}}	0	2020-03-15 16:28:13	2020-03-15 16:28:13
1310	291	Weakens the myosin filament, decreases the number of cross-bridges cycling and the active force for purposeful movement	{"blocks":[{"key":"b85n6","text":"Weakens the myosin filament, decreases the number of cross-bridges cycling and the active force for purposeful movement- This is not the correct answer. ","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":152,"style":"color-rgb(24,32,38)"},{"offset":0,"length":152,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":152,"style":"fontsize-14"},{"offset":0,"length":152,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-03-15 16:28:13	2020-03-15 16:28:13
1444	295	Decreasing the resting length decreases active tension and maximal force	{"blocks":[{"key":"ba9dv","text":"Decreasing the resting length decreases active tension and maximal force- This is not the correct answer. ","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"fcmub","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-03-24 20:23:39	2020-03-24 20:23:39
1445	295	Increasing the resting length increases active tension and maximal force	{"blocks":[{"key":"e2iah","text":"Increasing the resting length increases active tension and maximal force- This is not the correct answer. ","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":105,"style":"color-rgb(24,32,38)"},{"offset":0,"length":105,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":105,"style":"fontsize-14"},{"offset":0,"length":105,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-03-24 20:23:39	2020-03-24 20:23:39
1446	295	Increasing or decreasing the resting length decreases active tension and maximal force	{"blocks":[{"key":"2kkfm","text":"Increasing or decreasing the resting length decreases active tension and maximal force- This is the correct answer. There is a range of sarcomere start lengths that result in high force, around 2.0 µm. However, when the sarcomere is lengthened above approximately 2.5 µm, the force decreases and when the sarcomere is shortened out of the optimal range, below approximately 2.0 µm, the force also decreases.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"a3g5f","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"7nb37","text":"TAKEAWAY – The length-tension relationship of skeletal muscles is based on measuring and graphing the tetanic (maximal) tension generated by a muscle when it is stimulated at different resting lengths. The length-tension graph is best described by four phases. (i) Ascending limb (between 1.65μm and 2.0μm). In this phase of increasing afterload, the force expressed by the sarcomere increases rapidly with increasing sarcomere length.  In this section, the actin and myosin filaments are so overlapped that they interfere with neighboring sarcomeres and reduce the potential for strength expression. (ii) Plateau (between 2.0μm and 2.25μm). In this phase, there is no change in force with increasing length as no additional cross-bridges can be formed. (iii) Descending limb (between 2.25μm and 3.6μm). In this high phase of increasing preload, there is decreasing overlap between actin and myosin filaments and therefore the force that the sarcomere is capable of expressing decreases with increasing length. (iv) Beyond descending limb (>3.65μm). In this phase of extremely high preload there is muscle failure because of no overlap between actin and myosin filaments. Therefore, no myosin cross-bridges are close enough to the actin active sites in order to bind with them and so no force generation can occur.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"51ghf","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2020-03-24 20:23:39	2020-03-24 20:23:39
1447	295	Increasing or decreasing the resting length increases active tension and maximal force	{"blocks":[{"key":"71v6t","text":"Increasing or decreasing the resting length increases active tension and maximal force- This is not the correct answer.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"9vp03","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"9dje2","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-03-24 20:23:39	2020-03-24 20:23:39
1448	294	Decrease the frequency of stimulation	{"blocks":[{"key":"77h83","text":"Decrease the frequency of stimulation- This is not the correct answer.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-03-24 20:27:03	2020-03-24 20:27:03
1449	294	Decrease the load	{"blocks":[{"key":"4ft7i","text":"Decrease the load- This is the correct answer. Isometric contractions are those wherein the length of muscle fibers does not change; hence, the load is not moved. In other words, the force of the load is greater than the force of the contraction phase. Isotonic contractions are those wherein the force of the contraction phase is greater than the force of the load. Therefore, decreasing the load is most likely to result in an isotonic contraction.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"tnt2","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"72ob7","text":"TAKEAWAY – Isometric contractions are those for which the force of the contraction is less than the force of the load. Isotonic contractions are those for which the force of the contraction is greater than the force of the load. During isometric contractions, the contraction force peaks, muscle fibers do not shorten and the load cannot be moved. During isotonic contractions, the contraction force plateaus, the muscle fibers shorten and hence the load is moved.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"aolef","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	1	2020-03-24 20:27:03	2020-03-24 20:27:03
1450	294	Increase the critical frequency	{"blocks":[{"key":"bq6ht","text":"Increase the critical frequency- This is not the correct answer.","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"d62ei","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"815uv","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}},{"key":"9nne","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{}}],"entityMap":{}}	0	2020-03-24 20:27:03	2020-03-24 20:27:03
1451	294	Increase the frequency of contraction	{"blocks":[{"key":"3qu41","text":"Increase the frequency of contraction- This is not the correct answer.","type":"unstyled","depth":0,"inlineStyleRanges":[{"offset":0,"length":70,"style":"color-rgb(24,32,38)"},{"offset":0,"length":70,"style":"bgcolor-rgb(255,255,255)"},{"offset":0,"length":70,"style":"fontsize-14"},{"offset":0,"length":70,"style":"fontfamily--apple-system, BlinkMacSystemFont, \"Segoe UI\", Roboto, Oxygen, Ubuntu, Cantarell, \"Fira Sans\", \"Droid Sans\", \"Helvetica Neue\", sans-serif"}],"entityRanges":[],"data":{"text-align":"start"}},{"key":"a0nuh","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"start"}},{"key":"5mmu3","text":"","type":"unstyled","depth":0,"inlineStyleRanges":[],"entityRanges":[],"data":{"text-align":"left"}}],"entityMap":{}}	0	2020-03-24 20:27:03	2020-03-24 20:27:03
